started_at,2021-01-19 08:00:00+00:00
completed_at,2022-02-04 13:50:21.793274+00:00
""
Resource Utilization
Resource ID,Resource name,Utilization Ratio,Tasks Allocated,Worked Time (seconds),Available Time (seconds),Pool ID,Pool name
Base profile_0,Base profile_0,0.1949390950474551,10670,6421106.803972041,32939040.793274,Base profile pool,Base profile pool
Base profile_1,Base profile_1,0.19477349751792278,10702,6415652.18019151,32939040.793274,Base profile pool,Base profile pool
Base profile_2,Base profile_2,0.1948193265688389,10690,6417161.745169154,32939040.793274,Base profile pool,Base profile pool
Base profile_3,Base profile_3,0.1948264150580511,10689,6417395.233204477,32939040.793274,Base profile pool,Base profile pool
Base profile_4,Base profile_4,0.1948218741302859,10707,6417245.65939958,32939040.793274,Base profile pool,Base profile pool
""
Individual Task Statistics
Name,Count,Min Duration,Max Duration,Avg Duration,Total Duration,Min Waiting Time,Max Waiting Time,Avg Waiting Time,Total Waiting Time,Min Processing Time,Max Processing Time,Avg Processing Time,Total Processing Time,Min Cycle Time,Max Cycle Time,Avg Cycle Time,Total Cycle Time,Min Idle Time,Max Idle Time,Avg Idle Time,Total Idle Time,Min Idle Cycle Time,Max Idle Cycle Time,Avg Idle Cycle Time,Total Idle Cycle Time,Min Idle Processing Time,Max Idle Processing Time,Avg Idle Processing Time,Total Idle Processing Time,Min Cost,Max Cost,Avg Cost,Total Cost
A,10000,1.7976931348623157e+308,0,0,0,0,1565.2285490557551,289.46033089769514,2894603.3089769515,314.6328937144671,879.5953637425794,600.2537045626707,6002537.045626706,314.6328937144671,2164.66265033558,889.7140354603642,8897140.354603643,0.0,4.999818656870048e-07,1.257157847931012e-07,0.001257157847931012,314.6328940000385,2164.66265033558,889.7140355860829,8897140.35586083,314.6328940000385,879.5953640006483,600.2537046883879,6002537.046883878,0.8739802603179643,2.443320454840498,1.667371401562974,16673.71401562974
B,10000,1.7976931348623157e+308,0,0,0,0.0,1480.5117926113307,305.8642710675309,3058642.710675309,339.82638441585004,797.4406587794999,599.7048710506966,5997048.710506966,389.05231147259474,2161.6559762544666,905.5691421182291,9055691.421182292,0.0,4.999820930606802e-07,1.2542390201133459e-07,0.0012542390201133458,389.05231147259474,2161.655976612121,905.5691422436513,9055691.422436513,339.82638441585004,797.440658999607,599.7048711761204,5997048.711761204,0.9439621789329168,2.2151129410541666,1.6658468640297108,16658.46864029711
D1,11729,1.7976931348623157e+308,0,0,0,0.0,1616.0384851545095,314.2761015226622,3686144.3947593053,379.1752619746355,826.982973434031,599.7390418290821,7034339.221613304,413.358582559253,2170.997926836745,914.0151433517461,10720483.61637263,0.0,4.999177463105298e-07,1.260303152244169e-07,0.0014782095672671858,413.35858299955726,2170.9979271553457,914.0151434777775,10720483.617850853,379.17526200041175,826.982973434031,599.7390419551153,7034339.223091547,1.0532646165962096,2.2971749262056416,1.665941782858566,19539.831171148122
C1,5029,1.7976931348623157e+308,0,0,0,0.0,1566.8569992408156,311.87688295697194,1568428.8443906119,404.7567259465828,820.5791926197159,601.5647942854864,3025269.350461711,408.35355556718287,2167.801460998119,913.4416772424604,4593698.1948523335,0.0,4.999051270715427e-07,1.2482604824013987e-07,0.0006277501965996635,408.35355599969625,2167.8014612421393,913.4416773672847,4593698.195480075,404.756726000458,820.5791929997504,601.5647944103127,3025269.3510894626,1.1243242387405077,2.2793866461658774,1.6710133174596848,8403.525973504755
D2,1729,1.7976931348623157e+308,0,0,0,0.0,1435.338442299515,359.825648258422,622138.5458388117,383.4238022826612,802.0128271393478,601.8937414433897,1040674.2789556207,383.4238022826612,2135.732819255303,961.7193897018116,1662812.8247944321,0.0,4.996055622541462e-07,1.276596151028639e-07,0.00022072347451285168,383.4238022826612,2135.732819300145,961.7193898294711,1662812.8250151556,383.4238022826612,802.0128271393478,601.8937415710492,1040674.279176344,1.0650661174518368,2.2278134087204107,1.6719270595649718,2890.761885987836
E,10000,1.7976931348623157e+308,0,0,0,0.0,1407.49966609478,298.5096075432113,2985096.075432113,367.18906164409424,817.8603672366589,600.3214137881711,6003214.13788171,409.125491597791,1993.8887335211039,898.8310213313823,8988310.213313824,0.0,4.999225211577141e-07,1.265278694461358e-07,0.001265278694461358,409.1254919990897,1993.8887335211039,898.8310214579097,8988310.214579098,367.189061999321,817.8603672366589,600.3214139146985,6003214.1391469855,1.0199696156780396,2.2718343534351635,1.6675594827449127,16675.594827449127
C2,4971,1.7976931348623157e+308,0,0,0,0.0,1452.658853262663,312.6723446065044,1554294.2250389333,344.9791931845248,848.6113900393248,600.579134357433,2985478.876890799,403.78752738796175,2062.7683523626465,913.2514789639378,4539773.101929734,0.0,4.999893690182944e-07,1.22778023857085e-07,0.0006103295565935696,403.78752738796175,2062.768352471292,913.251479086716,4539773.102540066,344.9791931845248,848.6113900393248,600.5791344802117,2985478.8775011324,0.9582755366236799,2.3572538612203466,1.6682753732150966,8292.996880252245
""
Overall Scenario Statistics
KPI,Min,Max,Average,Accumulated Value,Trace Ocurrences
cycle_time,2045.24374,15735.684439,3794.5911547732157,37945911.54773216,10000
processing_time,2029.507024,8322.038839,2654.848316755909,26548483.167559087,10000
idle_cycle_time,2045.24374,15735.684439,3794.5911547732157,37945911.54773216,10000
idle_processing_time,2029.507024,8322.038839,2654.848316755909,26548483.167559087,10000
waiting_time,0.0,9898.118565,1350.3990137927958,13503990.137927959,10000
idle_time,0.0,0,0.0,0.0,10000
