0, 2020-01-08 08:00:00+00:00, 2020-01-15 08:00:00+00:00, 2020-02-29 20:00:00+00:00, 2020-03-07 20:00:00+00:00
1, 2020-03-15 08:00:00+00:00, 2020-03-22 08:00:00+00:00, 2020-06-24 20:00:00+00:00, 2020-07-01 20:00:00+00:00
2, 2020-07-09 08:00:00.000001+00:00, 2020-07-16 08:00:00.000001+00:00, 2020-08-23 20:00:00.000001+00:00, 2020-08-30 20:00:00.000001+00:00
3, 2020-09-07 08:00:00+00:00, 2020-09-14 08:00:00+00:00, 2020-09-24 20:00:00+00:00, 2020-10-01 20:00:00+00:00
