0, 2020-01-02 08:00:00+00:00, 2020-01-09 08:00:00+00:00, 2020-01-16 08:00:00+00:00, 2020-01-23 08:00:00+00:00
1, 2020-01-24 08:00:00+00:00, 2020-01-31 08:00:00+00:00, 2020-01-31 08:00:00+00:00, 2020-02-07 08:00:00+00:00
2, 2020-02-08 08:00:00+00:00, 2020-02-15 08:00:00+00:00, 2020-02-29 08:00:00+00:00, 2020-03-07 08:00:00+00:00
3, 2020-03-08 08:00:00+00:00, 2020-03-15 08:00:00+00:00, 2020-03-18 20:00:00+00:00, 2020-03-25 20:00:00+00:00
4, 2020-03-27 08:00:00+00:00, 2020-04-03 08:00:00+00:00, 2020-04-03 08:00:00+00:00, 2020-04-10 08:00:00+00:00
5, 2020-04-11 08:00:00+00:00, 2020-04-18 08:00:00+00:00, 2020-05-16 08:00:00+00:00, 2020-05-23 08:00:00+00:00
6, 2020-05-24 08:00:00+00:00, 2020-05-31 08:00:00+00:00, 2020-06-24 20:00:00+00:00, 2020-07-01 20:00:00+00:00
7, 2020-07-03 08:00:00.000001+00:00, 2020-07-10 08:00:00.000001+00:00, 2020-07-06 20:00:00.000001+00:00, 2020-07-13 20:00:00.000001+00:00
8, 2020-07-15 08:00:00.000001+00:00, 2020-07-22 08:00:00.000001+00:00, 2020-09-26 20:00:00.000001+00:00, 2020-10-03 20:00:00.000001+00:00
