0, 2020-01-02 08:00:00+00:00, 2020-01-09 08:00:00+00:00, 2020-09-27 20:00:00+00:00, 2020-10-04 20:00:00+00:00
1, 2020-10-06 08:00:00+00:00, 2020-10-13 08:00:00+00:00, 2020-10-09 20:00:00+00:00, 2020-10-16 20:00:00+00:00
2, 2020-10-18 08:00:00+00:00, 2020-10-25 08:00:00+00:00, 2020-12-20 08:00:00+00:00, 2020-12-27 08:00:00+00:00
