0, 2020-01-08 08:00:00+00:00, 2020-01-15 08:00:00+00:00, 2020-09-30 08:00:00+00:00, 2020-10-07 08:00:00+00:00
1, 2020-10-14 08:00:00+00:00, 2020-10-21 08:00:00+00:00, 2020-12-19 20:00:00+00:00, 2020-12-26 20:00:00+00:00
2, 2021-01-03 08:00:00+00:00, 2021-01-10 08:00:00+00:00, 2021-06-09 20:00:00+00:00, 2021-06-16 20:00:00+00:00
