started_at,2020-01-01 08:00:00+00:00
completed_at,2020-09-30 13:20:16.716371+00:00
""
Resource Utilization
Resource ID,Resource name,Utilization Ratio,Tasks Allocated,Worked Time (seconds),Available Time (seconds),Pool ID,Pool name
Base profile_0,Base profile_0,0.027321331873893916,1073,644951.2867378076,23606143.716371,Base profile pool,Base profile pool
Base profile_1,Base profile_1,0.027310536520844825,1073,644696.4500822618,23606143.716371,Base profile pool,Base profile pool
Base profile_2,Base profile_2,0.027327818724987293,1073,645104.4162769845,23606143.716371,Base profile pool,Base profile pool
Base profile_3,Base profile_3,0.027213391801790443,1074,642403.2378829776,23606143.716371,Base profile pool,Base profile pool
Base profile_4,Base profile_4,0.027140911812123768,1073,640692.2648303449,23606143.716371,Base profile pool,Base profile pool
Base profile_5,Base profile_5,0.02718901724159474,1074,641827.8485119744,23606143.716371,Base profile pool,Base profile pool
Base profile_6,Base profile_6,0.02717401171070388,1073,641473.6257932243,23606143.716371,Base profile pool,Base profile pool
Base profile_7,Base profile_7,0.02710116929976764,1074,639754.0973720165,23606143.716371,Base profile pool,Base profile pool
Base profile_8,Base profile_8,0.027288316979692414,1073,644171.9324005061,23606143.716371,Base profile pool,Base profile pool
Base profile_9,Base profile_9,0.02731939703096914,1073,644905.6125576567,23606143.716371,Base profile pool,Base profile pool
Base profile_10,Base profile_10,0.02717392287964781,1072,641471.5288345483,23606143.716371,Base profile pool,Base profile pool
Base profile_11,Base profile_11,0.027177527082055942,1074,641556.6101545775,23606143.716371,Base profile pool,Base profile pool
Base profile_12,Base profile_12,0.027293838465195414,1071,644302.2733808178,23606143.716371,Base profile pool,Base profile pool
Base profile_13,Base profile_13,0.02730077481758971,1071,644466.013912305,23606143.716371,Base profile pool,Base profile pool
Base profile_14,Base profile_14,0.027404829742513022,1072,646922.3494244409,23606143.716371,Base profile pool,Base profile pool
Base profile_15,Base profile_15,0.027366044398671092,1071,646006.7770236194,23606143.716371,Base profile pool,Base profile pool
Base profile_16,Base profile_16,0.027400677630660432,1073,646824.3340753221,23606143.716371,Base profile pool,Base profile pool
Base profile_17,Base profile_17,0.027297992081428937,1071,644400.324242569,23606143.716371,Base profile pool,Base profile pool
Base profile_18,Base profile_18,0.027311833707244444,1073,644727.0716508381,23606143.716371,Base profile pool,Base profile pool
Base profile_19,Base profile_19,0.027374444450774343,1071,646205.0698607938,23606143.716371,Base profile pool,Base profile pool
