0, 2020-01-08 08:00:00+00:00, 2020-01-15 08:00:00+00:00, 2020-03-07 20:00:00+00:00, 2020-03-14 20:00:00+00:00
1, 2020-03-22 08:00:00+00:00, 2020-03-29 08:00:00+00:00, 2020-10-04 08:00:00+00:00, 2020-10-11 08:00:00+00:00
