case_id, activity, enable_time, start_time, end_time, resource
116,Sequence B,2023-11-02 21:37:23.443406+00:00,2023-11-03 08:07:13.761443+00:00,2023-11-03 08:12:43.856512+00:00,Default resource profile 1_0
111,Sequence B,2023-11-02 21:40:21.686519+00:00,2023-11-03 08:12:43.856512+00:00,2023-11-03 08:17:10.504602+00:00,Default resource profile 1_0
114,Sequence B,2023-11-02 21:43:12.318843+00:00,2023-11-03 08:17:10.504602+00:00,2023-11-03 08:22:19.014455+00:00,Default resource profile 1_0
115,Sequence B,2023-11-02 21:46:10.898647+00:00,2023-11-03 08:22:19.014455+00:00,2023-11-03 08:27:47.513148+00:00,Default resource profile 1_0
118,Sequence B,2023-11-02 21:49:49.980229+00:00,2023-11-03 08:27:47.513148+00:00,2023-11-03 08:33:43.384627+00:00,Default resource profile 1_0
117,Sequence B,2023-11-02 21:55:39.200032+00:00,2023-11-03 08:33:43.384627+00:00,2023-11-03 08:38:45.795586+00:00,Default resource profile 1_0
119,Sequence B,2023-11-02 22:02:47.955196+00:00,2023-11-03 08:38:45.795586+00:00,2023-11-03 08:42:46.094150+00:00,Default resource profile 1_0
342,Sequence A,2023-11-02 22:03:01.906108+00:00,2023-11-03 07:53:32.488756+00:00,2023-11-03 08:12:03.008282+00:00,Default resource profile 1_4
343,Sequence A,2023-11-02 22:04:02.876847+00:00,2023-11-03 07:53:45.601412+00:00,2023-11-03 08:00:26.636782+00:00,Default resource profile 1_1
344,Sequence A,2023-11-02 22:05:00.229119+00:00,2023-11-03 07:59:45.933691+00:00,2023-11-03 08:16:44.317744+00:00,Default resource profile 1_2
40,Sequence C,2023-11-02 22:05:05.393992+00:00,2023-11-03 08:00:26.636782+00:00,2023-11-03 08:02:13.793744+00:00,Default resource profile 1_1
345,Sequence A,2023-11-02 22:06:07.024050+00:00,2023-11-03 08:02:13.793744+00:00,2023-11-03 08:08:03.867832+00:00,Default resource profile 1_1
346,Sequence A,2023-11-02 22:07:08.818535+00:00,2023-11-03 08:08:03.867832+00:00,2023-11-03 08:16:20.129719+00:00,Default resource profile 1_1
347,Sequence A,2023-11-02 22:07:56.063943+00:00,2023-11-03 08:11:47.682494+00:00,2023-11-03 08:19:31.869004+00:00,Default resource profile 1_3
348,Sequence A,2023-11-02 22:08:53.686066+00:00,2023-11-03 08:12:03.008282+00:00,2023-11-03 08:19:24.535739+00:00,Default resource profile 1_4
349,Sequence A,2023-11-02 22:09:53.997151+00:00,2023-11-03 08:16:20.129719+00:00,2023-11-03 08:31:18.488338+00:00,Default resource profile 1_1
46,Sequence C,2023-11-02 22:09:56.293053+00:00,2023-11-03 08:16:44.317744+00:00,2023-11-03 08:21:01.727936+00:00,Default resource profile 1_2
350,Sequence A,2023-11-02 22:11:14.287005+00:00,2023-11-03 08:19:24.535739+00:00,2023-11-03 08:27:21.704064+00:00,Default resource profile 1_4
351,Sequence A,2023-11-02 22:12:18.751585+00:00,2023-11-03 08:19:31.869004+00:00,2023-11-03 08:39:18.769288+00:00,Default resource profile 1_3
352,Sequence A,2023-11-02 22:13:19.637247+00:00,2023-11-03 08:21:01.727936+00:00,2023-11-03 08:31:43.730567+00:00,Default resource profile 1_2
353,Sequence A,2023-11-02 22:14:25.676057+00:00,2023-11-03 08:27:21.704064+00:00,2023-11-03 08:33:15.956874+00:00,Default resource profile 1_4
45,Sequence C,2023-11-02 22:14:55.376479+00:00,2023-11-03 08:31:18.488338+00:00,2023-11-03 08:43:08.663605+00:00,Default resource profile 1_1
354,Sequence A,2023-11-02 22:15:31.897813+00:00,2023-11-03 08:31:43.730567+00:00,2023-11-03 08:36:43.966853+00:00,Default resource profile 1_2
355,Sequence A,2023-11-02 22:16:25.461280+00:00,2023-11-03 08:33:15.956874+00:00,2023-11-03 08:47:41.762564+00:00,Default resource profile 1_4
356,Sequence A,2023-11-02 22:17:37.577491+00:00,2023-11-03 08:36:43.966853+00:00,2023-11-03 08:44:10.719720+00:00,Default resource profile 1_2
357,Sequence A,2023-11-02 22:18:48.987322+00:00,2023-11-03 08:39:18.769288+00:00,2023-11-03 08:56:11.035301+00:00,Default resource profile 1_3
48,Sequence C,2023-11-02 22:19:26.190986+00:00,2023-11-03 08:42:46.094150+00:00,2023-11-03 08:49:43.348716+00:00,Default resource profile 1_0
358,Sequence A,2023-11-02 22:20:05.129097+00:00,2023-11-03 08:43:08.663605+00:00,2023-11-03 08:45:38.568651+00:00,Default resource profile 1_1
359,Sequence A,2023-11-02 22:21:11.860896+00:00,2023-11-03 08:44:10.719720+00:00,2023-11-03 09:02:09.940037+00:00,Default resource profile 1_2
360,Sequence A,2023-11-02 22:22:14.818829+00:00,2023-11-03 08:45:38.568651+00:00,2023-11-03 09:06:45.967237+00:00,Default resource profile 1_1
361,Sequence A,2023-11-02 22:23:17.900669+00:00,2023-11-03 08:47:41.762564+00:00,2023-11-03 08:57:56.860801+00:00,Default resource profile 1_4
362,Sequence A,2023-11-02 22:24:12.463720+00:00,2023-11-03 08:49:43.348716+00:00,2023-11-03 08:55:19.967280+00:00,Default resource profile 1_0
49,Sequence C,2023-11-02 22:25:14.206085+00:00,2023-11-03 08:55:19.967280+00:00,2023-11-03 09:03:27.593073+00:00,Default resource profile 1_0
363,Sequence A,2023-11-02 22:25:42.750747+00:00,2023-11-03 08:56:11.035301+00:00,2023-11-03 08:59:53.569117+00:00,Default resource profile 1_3
364,Sequence A,2023-11-02 22:26:34.940695+00:00,2023-11-03 08:57:56.860801+00:00,2023-11-03 09:12:13.367369+00:00,Default resource profile 1_4
365,Sequence A,2023-11-02 22:27:31.479742+00:00,2023-11-03 08:59:53.569117+00:00,2023-11-03 09:08:25.753464+00:00,Default resource profile 1_3
366,Sequence A,2023-11-02 22:28:38.415162+00:00,2023-11-03 09:02:09.940037+00:00,2023-11-03 09:13:29.372618+00:00,Default resource profile 1_2
367,Sequence A,2023-11-02 22:29:40.087111+00:00,2023-11-03 09:03:27.593073+00:00,2023-11-03 09:11:09.918143+00:00,Default resource profile 1_0
47,Sequence C,2023-11-02 22:30:12.743852+00:00,2023-11-03 09:06:45.967237+00:00,2023-11-03 09:14:58.711469+00:00,Default resource profile 1_1
368,Sequence A,2023-11-02 22:30:42.258347+00:00,2023-11-03 09:08:25.753464+00:00,2023-11-03 09:13:29.780991+00:00,Default resource profile 1_3
369,Sequence A,2023-11-02 22:31:34.882906+00:00,2023-11-03 09:11:09.918143+00:00,2023-11-03 09:20:29.650321+00:00,Default resource profile 1_0
370,Sequence A,2023-11-02 22:32:15.149985+00:00,2023-11-03 09:12:13.367369+00:00,2023-11-03 09:20:16.327261+00:00,Default resource profile 1_4
371,Sequence A,2023-11-02 22:33:21.357659+00:00,2023-11-03 09:13:29.372618+00:00,2023-11-03 09:22:40.726003+00:00,Default resource profile 1_2
372,Sequence A,2023-11-02 22:34:16.693186+00:00,2023-11-03 09:13:29.780991+00:00,2023-11-03 09:22:39.990309+00:00,Default resource profile 1_3
121,Sequence B,2023-11-02 22:01:42.588432+00:00,2023-11-03 09:14:58.711469+00:00,2023-11-03 09:20:02.857046+00:00,Default resource profile 1_1
120,Sequence B,2023-11-02 22:04:35.610902+00:00,2023-11-03 09:20:02.857046+00:00,2023-11-03 09:24:51.919201+00:00,Default resource profile 1_1
125,Sequence B,2023-11-02 22:12:03.196905+00:00,2023-11-03 09:24:51.919201+00:00,2023-11-03 09:30:19.180602+00:00,Default resource profile 1_1
122,Sequence B,2023-11-02 22:14:49.043666+00:00,2023-11-03 09:30:19.180602+00:00,2023-11-03 09:34:55.774578+00:00,Default resource profile 1_1
124,Sequence B,2023-11-02 22:17:58.687399+00:00,2023-11-03 09:34:55.774578+00:00,2023-11-03 09:39:29.216789+00:00,Default resource profile 1_1
123,Sequence B,2023-11-02 22:18:18.211758+00:00,2023-11-03 09:39:29.216789+00:00,2023-11-03 09:44:15.105544+00:00,Default resource profile 1_1
126,Sequence B,2023-11-02 22:19:45.337463+00:00,2023-11-03 09:44:15.105544+00:00,2023-11-03 09:48:07.745314+00:00,Default resource profile 1_1
128,Sequence B,2023-11-02 22:25:33.230640+00:00,2023-11-03 09:48:07.745314+00:00,2023-11-03 09:52:25.926170+00:00,Default resource profile 1_1
127,Sequence B,2023-11-02 22:29:16.418706+00:00,2023-11-03 09:52:25.926170+00:00,2023-11-03 09:57:30.457916+00:00,Default resource profile 1_1
129,Sequence B,2023-11-02 22:34:39.294126+00:00,2023-11-03 09:57:30.457916+00:00,2023-11-03 10:02:28.237437+00:00,Default resource profile 1_1
373,Sequence A,2023-11-02 22:35:20.742386+00:00,2023-11-03 09:20:16.327261+00:00,2023-11-03 09:34:17.731917+00:00,Default resource profile 1_4
374,Sequence A,2023-11-02 22:36:29.895129+00:00,2023-11-03 09:20:29.650321+00:00,2023-11-03 09:33:46.738096+00:00,Default resource profile 1_0
375,Sequence A,2023-11-02 22:37:32.808461+00:00,2023-11-03 09:22:39.990309+00:00,2023-11-03 09:38:17.083321+00:00,Default resource profile 1_3
376,Sequence A,2023-11-02 22:38:28.151410+00:00,2023-11-03 09:22:40.726003+00:00,2023-11-03 09:31:56.521010+00:00,Default resource profile 1_2
377,Sequence A,2023-11-02 22:39:38.218666+00:00,2023-11-03 09:31:56.521010+00:00,2023-11-03 09:40:04.878246+00:00,Default resource profile 1_2
378,Sequence A,2023-11-02 22:40:51.228196+00:00,2023-11-03 09:33:46.738096+00:00,2023-11-03 09:43:15.356542+00:00,Default resource profile 1_0
379,Sequence A,2023-11-02 22:41:57.550199+00:00,2023-11-03 09:34:17.731917+00:00,2023-11-03 09:48:46.552088+00:00,Default resource profile 1_4
380,Sequence A,2023-11-02 22:42:46.964643+00:00,2023-11-03 09:38:17.083321+00:00,2023-11-03 09:47:51.730333+00:00,Default resource profile 1_3
381,Sequence A,2023-11-02 22:43:32.624945+00:00,2023-11-03 09:40:04.878246+00:00,2023-11-03 09:52:50.188192+00:00,Default resource profile 1_2
382,Sequence A,2023-11-02 22:44:31.120066+00:00,2023-11-03 09:43:15.356542+00:00,2023-11-03 09:57:20.144267+00:00,Default resource profile 1_0
383,Sequence A,2023-11-02 22:45:39.311530+00:00,2023-11-03 09:47:51.730333+00:00,2023-11-03 09:48:27.678657+00:00,Default resource profile 1_3
384,Sequence A,2023-11-02 22:46:44.214441+00:00,2023-11-03 09:48:27.678657+00:00,2023-11-03 09:55:40.754027+00:00,Default resource profile 1_3
385,Sequence A,2023-11-02 22:47:47.824872+00:00,2023-11-03 09:48:46.552088+00:00,2023-11-03 10:00:53.527107+00:00,Default resource profile 1_4
386,Sequence A,2023-11-02 22:48:58.605046+00:00,2023-11-03 09:52:50.188192+00:00,2023-11-03 10:02:58.701976+00:00,Default resource profile 1_2
387,Sequence A,2023-11-02 22:49:51.383408+00:00,2023-11-03 09:55:40.754027+00:00,2023-11-03 10:05:25.616897+00:00,Default resource profile 1_3
388,Sequence A,2023-11-02 22:50:34.348164+00:00,2023-11-03 09:57:20.144267+00:00,2023-11-03 10:09:39.237240+00:00,Default resource profile 1_0
389,Sequence A,2023-11-02 22:51:32.310311+00:00,2023-11-03 10:00:53.527107+00:00,2023-11-03 10:15:59.772754+00:00,Default resource profile 1_4
390,Sequence A,2023-11-02 22:52:45.263653+00:00,2023-11-03 10:02:28.237437+00:00,2023-11-03 10:13:43.465197+00:00,Default resource profile 1_1
391,Sequence A,2023-11-02 22:53:50.725900+00:00,2023-11-03 10:02:58.701976+00:00,2023-11-03 10:31:10.447127+00:00,Default resource profile 1_2
392,Sequence A,2023-11-02 22:55:02.624244+00:00,2023-11-03 10:05:25.616897+00:00,2023-11-03 10:19:40.917490+00:00,Default resource profile 1_3
393,Sequence A,2023-11-02 22:56:10.956210+00:00,2023-11-03 10:09:39.237240+00:00,2023-11-03 10:25:07.523594+00:00,Default resource profile 1_0
394,Sequence A,2023-11-02 22:56:53.859945+00:00,2023-11-03 10:13:43.465197+00:00,2023-11-03 10:35:36.972295+00:00,Default resource profile 1_1
395,Sequence A,2023-11-02 22:57:39.539386+00:00,2023-11-03 10:15:59.772754+00:00,2023-11-03 10:19:12.383084+00:00,Default resource profile 1_4
396,Sequence A,2023-11-02 22:58:40.939794+00:00,2023-11-03 10:19:12.383084+00:00,2023-11-03 10:23:44.706969+00:00,Default resource profile 1_4
397,Sequence A,2023-11-02 22:59:36.013725+00:00,2023-11-03 10:19:40.917490+00:00,2023-11-03 10:29:39.322432+00:00,Default resource profile 1_3
398,Sequence A,2023-11-02 23:00:42.529549+00:00,2023-11-03 10:23:44.706969+00:00,2023-11-03 10:26:07.215545+00:00,Default resource profile 1_4
399,Sequence A,2023-11-02 23:01:19.760949+00:00,2023-11-03 10:25:07.523594+00:00,2023-11-03 10:35:45.593551+00:00,Default resource profile 1_0
130,Sequence B,2023-11-02 22:24:11.511749+00:00,2023-11-03 10:26:07.215545+00:00,2023-11-03 10:30:36.442059+00:00,Default resource profile 1_4
131,Sequence B,2023-11-02 22:28:42.255922+00:00,2023-11-03 10:30:36.442059+00:00,2023-11-03 10:36:56.447055+00:00,Default resource profile 1_4
132,Sequence B,2023-11-02 22:38:49.380321+00:00,2023-11-03 10:36:56.447055+00:00,2023-11-03 10:41:36.451066+00:00,Default resource profile 1_4
133,Sequence B,2023-11-02 22:38:53.573193+00:00,2023-11-03 10:41:36.451066+00:00,2023-11-03 10:46:36.464973+00:00,Default resource profile 1_4
136,Sequence B,2023-11-02 22:42:22.160553+00:00,2023-11-03 10:46:36.464973+00:00,2023-11-03 10:51:38.354811+00:00,Default resource profile 1_4
135,Sequence B,2023-11-02 22:44:11.493919+00:00,2023-11-03 10:51:38.354811+00:00,2023-11-03 10:57:03.131480+00:00,Default resource profile 1_4
134,Sequence B,2023-11-02 22:47:32.162448+00:00,2023-11-03 10:57:03.131480+00:00,2023-11-03 11:02:59.711724+00:00,Default resource profile 1_4
138,Sequence B,2023-11-02 22:52:59.842914+00:00,2023-11-03 11:02:59.711724+00:00,2023-11-03 11:08:04.297478+00:00,Default resource profile 1_4
137,Sequence B,2023-11-02 22:53:17.069712+00:00,2023-11-03 11:08:04.297478+00:00,2023-11-03 11:13:27.965573+00:00,Default resource profile 1_4
139,Sequence B,2023-11-02 23:01:43.315104+00:00,2023-11-03 11:13:27.965573+00:00,2023-11-03 11:18:51.752591+00:00,Default resource profile 1_4
400,Sequence A,2023-11-02 23:02:18.818099+00:00,2023-11-03 10:29:39.322432+00:00,2023-11-03 10:40:10.056734+00:00,Default resource profile 1_3
401,Sequence A,2023-11-02 23:03:26.072886+00:00,2023-11-03 10:31:10.447127+00:00,2023-11-03 10:47:48.426545+00:00,Default resource profile 1_2
402,Sequence A,2023-11-02 23:04:26.248954+00:00,2023-11-03 10:35:36.972295+00:00,2023-11-03 10:48:39.088567+00:00,Default resource profile 1_1
403,Sequence A,2023-11-02 23:05:33.261736+00:00,2023-11-03 10:35:45.593551+00:00,2023-11-03 10:42:11.574882+00:00,Default resource profile 1_0
404,Sequence A,2023-11-02 23:06:20.055762+00:00,2023-11-03 10:40:10.056734+00:00,2023-11-03 10:52:51.593300+00:00,Default resource profile 1_3
405,Sequence A,2023-11-02 23:07:29.753128+00:00,2023-11-03 10:42:11.574882+00:00,2023-11-03 10:55:41.828327+00:00,Default resource profile 1_0
406,Sequence A,2023-11-02 23:08:23.730918+00:00,2023-11-03 10:47:48.426545+00:00,2023-11-03 10:51:46.783801+00:00,Default resource profile 1_2
50,Sequence C,2023-11-02 23:08:26.282861+00:00,2023-11-03 10:48:39.088567+00:00,2023-11-03 10:54:30.387561+00:00,Default resource profile 1_1
407,Sequence A,2023-11-02 23:09:32.541044+00:00,2023-11-03 10:51:46.783801+00:00,2023-11-03 11:00:44.460330+00:00,Default resource profile 1_2
408,Sequence A,2023-11-02 23:10:39.175378+00:00,2023-11-03 10:52:51.593300+00:00,2023-11-03 10:56:28.219558+00:00,Default resource profile 1_3
409,Sequence A,2023-11-02 23:11:42.242889+00:00,2023-11-03 10:54:30.387561+00:00,2023-11-03 11:04:52.287130+00:00,Default resource profile 1_1
410,Sequence A,2023-11-02 23:12:39.792689+00:00,2023-11-03 10:55:41.828327+00:00,2023-11-03 11:13:57.960130+00:00,Default resource profile 1_0
54,Sequence C,2023-11-02 23:13:18.268860+00:00,2023-11-03 10:56:28.219558+00:00,2023-11-03 11:14:38.357774+00:00,Default resource profile 1_3
411,Sequence A,2023-11-02 23:13:39.094950+00:00,2023-11-03 11:00:44.460330+00:00,2023-11-03 11:18:43.471640+00:00,Default resource profile 1_2
412,Sequence A,2023-11-02 23:14:33.358331+00:00,2023-11-03 11:04:52.287130+00:00,2023-11-03 11:18:11.550387+00:00,Default resource profile 1_1
413,Sequence A,2023-11-02 23:15:31.947205+00:00,2023-11-03 11:13:57.960130+00:00,2023-11-03 11:19:06.928448+00:00,Default resource profile 1_0
414,Sequence A,2023-11-02 23:16:33.535629+00:00,2023-11-03 11:14:38.357774+00:00,2023-11-03 11:32:32.202104+00:00,Default resource profile 1_3
415,Sequence A,2023-11-02 23:17:36.335846+00:00,2023-11-03 11:18:11.550387+00:00,2023-11-03 11:28:37.384468+00:00,Default resource profile 1_1
52,Sequence C,2023-11-02 23:18:04.222505+00:00,2023-11-03 11:18:43.471640+00:00,2023-11-03 11:37:48.382628+00:00,Default resource profile 1_2
416,Sequence A,2023-11-02 23:18:20.600841+00:00,2023-11-03 11:18:51.752591+00:00,2023-11-03 11:30:14.428956+00:00,Default resource profile 1_4
417,Sequence A,2023-11-02 23:19:10.931943+00:00,2023-11-03 11:19:06.928448+00:00,2023-11-03 11:30:38.912972+00:00,Default resource profile 1_0
418,Sequence A,2023-11-02 23:20:13.161156+00:00,2023-11-03 11:28:37.384468+00:00,2023-11-03 11:38:40.963446+00:00,Default resource profile 1_1
419,Sequence A,2023-11-02 23:21:13.583752+00:00,2023-11-03 11:30:14.428956+00:00,2023-11-03 11:51:02.762901+00:00,Default resource profile 1_4
420,Sequence A,2023-11-02 23:22:13.426180+00:00,2023-11-03 11:30:38.912972+00:00,2023-11-03 11:52:18.571846+00:00,Default resource profile 1_0
53,Sequence C,2023-11-02 23:22:42.714331+00:00,2023-11-03 11:32:32.202104+00:00,2023-11-03 11:37:49.624709+00:00,Default resource profile 1_3
421,Sequence A,2023-11-02 23:23:09.342339+00:00,2023-11-03 11:37:48.382628+00:00,2023-11-03 11:50:27.416816+00:00,Default resource profile 1_2
422,Sequence A,2023-11-02 23:23:52.545590+00:00,2023-11-03 11:37:49.624709+00:00,2023-11-03 11:38:47.863915+00:00,Default resource profile 1_3
423,Sequence A,2023-11-02 23:24:48.847095+00:00,2023-11-03 11:38:40.963446+00:00,2023-11-03 11:55:03.319019+00:00,Default resource profile 1_1
424,Sequence A,2023-11-02 23:25:36.207517+00:00,2023-11-03 11:38:47.863915+00:00,2023-11-03 11:42:20.666280+00:00,Default resource profile 1_3
425,Sequence A,2023-11-02 23:26:34.812740+00:00,2023-11-03 11:42:20.666280+00:00,2023-11-03 11:56:03.823367+00:00,Default resource profile 1_3
51,Sequence C,2023-11-02 23:26:39.480968+00:00,2023-11-03 11:50:27.416816+00:00,2023-11-03 12:00:27.186845+00:00,Default resource profile 1_2
426,Sequence A,2023-11-02 23:27:35.920870+00:00,2023-11-03 11:51:02.762901+00:00,2023-11-03 11:56:39.810168+00:00,Default resource profile 1_4
427,Sequence A,2023-11-02 23:28:34.207537+00:00,2023-11-03 11:52:18.571846+00:00,2023-11-03 11:57:28.697639+00:00,Default resource profile 1_0
428,Sequence A,2023-11-02 23:29:13.580485+00:00,2023-11-03 11:55:03.319019+00:00,2023-11-03 12:04:08.247282+00:00,Default resource profile 1_1
429,Sequence A,2023-11-02 23:30:18.654784+00:00,2023-11-03 11:56:03.823367+00:00,2023-11-03 11:59:14.469216+00:00,Default resource profile 1_3
430,Sequence A,2023-11-02 23:31:08.775062+00:00,2023-11-03 11:56:39.810168+00:00,2023-11-03 11:59:01.714781+00:00,Default resource profile 1_4
57,Sequence C,2023-11-02 23:31:25.166795+00:00,2023-11-03 11:57:28.697639+00:00,2023-11-03 12:11:15.690980+00:00,Default resource profile 1_0
431,Sequence A,2023-11-02 23:32:02.140049+00:00,2023-11-03 11:59:01.714781+00:00,2023-11-03 12:10:46.961967+00:00,Default resource profile 1_4
432,Sequence A,2023-11-02 23:32:53.449230+00:00,2023-11-03 11:59:14.469216+00:00,2023-11-03 12:12:00.245407+00:00,Default resource profile 1_3
140,Sequence B,2023-11-02 22:58:09.371463+00:00,2023-11-03 12:00:27.186845+00:00,2023-11-03 12:05:26.842519+00:00,Default resource profile 1_2
143,Sequence B,2023-11-02 23:00:11.648336+00:00,2023-11-03 12:05:26.842519+00:00,2023-11-03 12:11:24.942187+00:00,Default resource profile 1_2
141,Sequence B,2023-11-02 23:02:38.401452+00:00,2023-11-03 12:11:24.942187+00:00,2023-11-03 12:15:50.225388+00:00,Default resource profile 1_2
142,Sequence B,2023-11-02 23:04:12.209962+00:00,2023-11-03 12:15:50.225388+00:00,2023-11-03 12:20:22.451628+00:00,Default resource profile 1_2
144,Sequence B,2023-11-02 23:09:53.176928+00:00,2023-11-03 12:20:22.451628+00:00,2023-11-03 12:25:46.526269+00:00,Default resource profile 1_2
145,Sequence B,2023-11-02 23:13:06.236316+00:00,2023-11-03 12:25:46.526269+00:00,2023-11-03 12:30:15.769136+00:00,Default resource profile 1_2
146,Sequence B,2023-11-02 23:13:37.281096+00:00,2023-11-03 12:30:15.769136+00:00,2023-11-03 12:35:04.067113+00:00,Default resource profile 1_2
147,Sequence B,2023-11-02 23:25:08.895341+00:00,2023-11-03 12:35:04.067113+00:00,2023-11-03 12:40:55.739376+00:00,Default resource profile 1_2
148,Sequence B,2023-11-02 23:26:12.187625+00:00,2023-11-03 12:40:55.739376+00:00,2023-11-03 12:46:09.037867+00:00,Default resource profile 1_2
149,Sequence B,2023-11-02 23:33:20.614762+00:00,2023-11-03 12:46:09.037867+00:00,2023-11-03 12:51:17.389432+00:00,Default resource profile 1_2
433,Sequence A,2023-11-02 23:33:58.379911+00:00,2023-11-03 12:04:08.247282+00:00,2023-11-03 12:08:18.038425+00:00,Default resource profile 1_1
434,Sequence A,2023-11-02 23:35:05.112938+00:00,2023-11-03 12:08:18.038425+00:00,2023-11-03 12:10:37.843659+00:00,Default resource profile 1_1
435,Sequence A,2023-11-02 23:36:03.640282+00:00,2023-11-03 12:10:37.843659+00:00,2023-11-03 12:27:32.263686+00:00,Default resource profile 1_1
58,Sequence C,2023-11-02 23:36:27.183605+00:00,2023-11-03 12:10:46.961967+00:00,2023-11-03 12:39:07.183887+00:00,Default resource profile 1_4
436,Sequence A,2023-11-02 23:37:12.260016+00:00,2023-11-03 12:11:15.690980+00:00,2023-11-03 12:31:23.088512+00:00,Default resource profile 1_0
437,Sequence A,2023-11-02 23:37:56.799607+00:00,2023-11-03 12:12:00.245407+00:00,2023-11-03 12:19:32.462661+00:00,Default resource profile 1_3
438,Sequence A,2023-11-02 23:38:40.466032+00:00,2023-11-03 12:19:32.462661+00:00,2023-11-03 12:22:29.242481+00:00,Default resource profile 1_3
439,Sequence A,2023-11-02 23:39:31.414256+00:00,2023-11-03 12:22:29.242481+00:00,2023-11-03 12:34:02.840773+00:00,Default resource profile 1_3
440,Sequence A,2023-11-02 23:40:34.550884+00:00,2023-11-03 12:27:32.263686+00:00,2023-11-03 12:36:07.336158+00:00,Default resource profile 1_1
441,Sequence A,2023-11-02 23:41:19.107015+00:00,2023-11-03 12:31:23.088512+00:00,2023-11-03 12:42:21.400265+00:00,Default resource profile 1_0
56,Sequence C,2023-11-02 23:42:10.892874+00:00,2023-11-03 12:34:02.840773+00:00,2023-11-03 12:47:05.236256+00:00,Default resource profile 1_3
442,Sequence A,2023-11-02 23:42:20.563681+00:00,2023-11-03 12:36:07.336158+00:00,2023-11-03 12:55:35.829858+00:00,Default resource profile 1_1
443,Sequence A,2023-11-02 23:43:15.139228+00:00,2023-11-03 12:39:07.183887+00:00,2023-11-03 12:50:40.339912+00:00,Default resource profile 1_4
444,Sequence A,2023-11-02 23:44:06.883656+00:00,2023-11-03 12:42:21.400265+00:00,2023-11-03 12:49:50.593411+00:00,Default resource profile 1_0
445,Sequence A,2023-11-02 23:45:07.984915+00:00,2023-11-03 12:47:05.236256+00:00,2023-11-03 13:00:00.610186+00:00,Default resource profile 1_3
446,Sequence A,2023-11-02 23:46:05.809568+00:00,2023-11-03 12:49:50.593411+00:00,2023-11-03 12:50:47.378994+00:00,Default resource profile 1_0
55,Sequence C,2023-11-02 23:46:50.491877+00:00,2023-11-03 12:50:40.339912+00:00,2023-11-03 13:02:15.109791+00:00,Default resource profile 1_4
447,Sequence A,2023-11-02 23:46:58.195027+00:00,2023-11-03 12:50:47.378994+00:00,2023-11-03 13:05:28.536593+00:00,Default resource profile 1_0
448,Sequence A,2023-11-02 23:48:10.394909+00:00,2023-11-03 12:51:17.389432+00:00,2023-11-03 13:05:37.639410+00:00,Default resource profile 1_2
449,Sequence A,2023-11-02 23:49:13.150127+00:00,2023-11-03 12:55:35.829858+00:00,2023-11-03 13:11:45.488069+00:00,Default resource profile 1_1
450,Sequence A,2023-11-02 23:50:08.208459+00:00,2023-11-03 13:00:00.610186+00:00,2023-11-03 13:07:32.612269+00:00,Default resource profile 1_3
451,Sequence A,2023-11-02 23:51:00.862565+00:00,2023-11-03 13:02:15.109791+00:00,2023-11-03 13:12:14.691763+00:00,Default resource profile 1_4
59,Sequence C,2023-11-02 23:51:31.266667+00:00,2023-11-03 13:05:28.536593+00:00,2023-11-03 13:28:04.930490+00:00,Default resource profile 1_0
452,Sequence A,2023-11-02 23:51:51.196019+00:00,2023-11-03 13:05:37.639410+00:00,2023-11-03 13:12:31.080019+00:00,Default resource profile 1_2
453,Sequence A,2023-11-02 23:52:58.758726+00:00,2023-11-03 13:07:32.612269+00:00,2023-11-03 13:17:59.126729+00:00,Default resource profile 1_3
454,Sequence A,2023-11-02 23:53:30.804312+00:00,2023-11-03 13:11:45.488069+00:00,2023-11-03 13:25:33.272274+00:00,Default resource profile 1_1
455,Sequence A,2023-11-02 23:54:49.154455+00:00,2023-11-03 13:12:14.691763+00:00,2023-11-03 13:26:57.207999+00:00,Default resource profile 1_4
456,Sequence A,2023-11-02 23:55:42.482440+00:00,2023-11-03 13:12:31.080019+00:00,2023-11-03 13:25:27.844485+00:00,Default resource profile 1_2
457,Sequence A,2023-11-02 23:56:36.551152+00:00,2023-11-03 13:17:59.126729+00:00,2023-11-03 13:27:20.887633+00:00,Default resource profile 1_3
458,Sequence A,2023-11-02 23:57:28.023120+00:00,2023-11-03 13:25:27.844485+00:00,2023-11-03 13:31:01.408753+00:00,Default resource profile 1_2
151,Sequence B,2023-11-02 23:29:38.906074+00:00,2023-11-03 13:25:33.272274+00:00,2023-11-03 13:30:19.706807+00:00,Default resource profile 1_1
150,Sequence B,2023-11-02 23:37:24.115497+00:00,2023-11-03 13:30:19.706807+00:00,2023-11-03 13:35:12.750036+00:00,Default resource profile 1_1
153,Sequence B,2023-11-02 23:43:01.749775+00:00,2023-11-03 13:35:12.750036+00:00,2023-11-03 13:40:19.375022+00:00,Default resource profile 1_1
152,Sequence B,2023-11-02 23:46:39.863710+00:00,2023-11-03 13:40:19.375022+00:00,2023-11-03 13:44:57.331014+00:00,Default resource profile 1_1
156,Sequence B,2023-11-02 23:51:37.291949+00:00,2023-11-03 13:44:57.331014+00:00,2023-11-03 13:50:03.609767+00:00,Default resource profile 1_1
154,Sequence B,2023-11-02 23:52:59.511314+00:00,2023-11-03 13:50:03.609767+00:00,2023-11-03 13:54:53.162911+00:00,Default resource profile 1_1
