case_id, activity, enable_time, start_time, end_time, resource
969,Sequence A,2023-11-03 08:31:59.660535+00:00,2023-11-04 12:52:41.460135+00:00,2023-11-04 12:57:41.087178+00:00,Default resource profile 1_2
970,Sequence A,2023-11-03 08:33:10.176569+00:00,2023-11-04 12:56:18.669221+00:00,2023-11-04 13:09:10.103329+00:00,Default resource profile 1_4
118,Sequence C,2023-11-03 08:33:43.384627+00:00,2023-11-04 12:56:30.079423+00:00,2023-11-04 13:04:38.615894+00:00,Default resource profile 1_1
971,Sequence A,2023-11-03 08:34:03.701734+00:00,2023-11-04 12:57:41.087178+00:00,2023-11-04 13:12:14.042517+00:00,Default resource profile 1_2
972,Sequence A,2023-11-03 08:35:01.733970+00:00,2023-11-04 13:04:20.150810+00:00,2023-11-04 13:12:35.341810+00:00,Default resource profile 1_3
973,Sequence A,2023-11-03 08:35:59.664165+00:00,2023-11-04 13:04:38.615894+00:00,2023-11-04 13:17:05.542489+00:00,Default resource profile 1_1
974,Sequence A,2023-11-03 08:37:10.161807+00:00,2023-11-04 13:09:10.103329+00:00,2023-11-04 13:12:27.921789+00:00,Default resource profile 1_4
975,Sequence A,2023-11-03 08:38:11.591813+00:00,2023-11-04 13:12:14.042517+00:00,2023-11-04 13:25:15.861290+00:00,Default resource profile 1_2
117,Sequence C,2023-11-03 08:38:45.795586+00:00,2023-11-04 13:12:27.921789+00:00,2023-11-04 13:25:22.819137+00:00,Default resource profile 1_4
976,Sequence A,2023-11-03 08:39:10.192228+00:00,2023-11-04 13:12:35.341810+00:00,2023-11-04 13:20:01.091959+00:00,Default resource profile 1_3
977,Sequence A,2023-11-03 08:40:02.344110+00:00,2023-11-04 13:17:05.542489+00:00,2023-11-04 13:29:00.855831+00:00,Default resource profile 1_1
978,Sequence A,2023-11-03 08:40:56.475430+00:00,2023-11-04 13:20:01.091959+00:00,2023-11-04 13:30:08.967441+00:00,Default resource profile 1_3
979,Sequence A,2023-11-03 08:41:52.896662+00:00,2023-11-04 13:25:15.861290+00:00,2023-11-04 13:34:04.625889+00:00,Default resource profile 1_2
119,Sequence C,2023-11-03 08:42:46.094150+00:00,2023-11-04 13:25:22.819137+00:00,2023-11-04 14:21:51.840401+00:00,Default resource profile 1_4
980,Sequence A,2023-11-03 08:42:54.814757+00:00,2023-11-04 13:29:00.855831+00:00,2023-11-04 13:53:29.780893+00:00,Default resource profile 1_1
981,Sequence A,2023-11-03 08:43:54.956000+00:00,2023-11-04 13:30:08.967441+00:00,2023-11-04 13:37:30.152002+00:00,Default resource profile 1_3
982,Sequence A,2023-11-03 08:45:05.957572+00:00,2023-11-04 13:34:04.625889+00:00,2023-11-04 13:43:59.735440+00:00,Default resource profile 1_2
983,Sequence A,2023-11-03 08:46:17.836952+00:00,2023-11-04 13:37:30.152002+00:00,2023-11-04 13:38:56.857322+00:00,Default resource profile 1_3
984,Sequence A,2023-11-03 08:47:18.306548+00:00,2023-11-04 13:38:56.857322+00:00,2023-11-04 13:54:26.600008+00:00,Default resource profile 1_3
985,Sequence A,2023-11-03 08:48:22.829669+00:00,2023-11-04 13:40:57.181588+00:00,2023-11-04 13:56:46.772237+00:00,Default resource profile 1_0
986,Sequence A,2023-11-03 08:49:26.052978+00:00,2023-11-04 13:43:59.735440+00:00,2023-11-04 13:56:20.163762+00:00,Default resource profile 1_2
987,Sequence A,2023-11-03 08:50:27.172876+00:00,2023-11-04 13:53:29.780893+00:00,2023-11-04 14:02:19.552991+00:00,Default resource profile 1_1
988,Sequence A,2023-11-03 08:51:33.526698+00:00,2023-11-04 13:54:26.600008+00:00,2023-11-04 14:04:40.087840+00:00,Default resource profile 1_3
989,Sequence A,2023-11-03 08:52:27.871646+00:00,2023-11-04 13:56:20.163762+00:00,2023-11-04 14:07:21.271872+00:00,Default resource profile 1_2
990,Sequence A,2023-11-03 08:53:18.109200+00:00,2023-11-04 13:56:46.772237+00:00,2023-11-04 14:09:47.266391+00:00,Default resource profile 1_0
991,Sequence A,2023-11-03 08:54:11.922581+00:00,2023-11-04 14:02:19.552991+00:00,2023-11-04 14:14:51.371389+00:00,Default resource profile 1_1
992,Sequence A,2023-11-03 08:55:23.125656+00:00,2023-11-04 14:04:40.087840+00:00,2023-11-04 14:15:16.830840+00:00,Default resource profile 1_3
993,Sequence A,2023-11-03 08:56:22.407521+00:00,2023-11-04 14:07:21.271872+00:00,2023-11-04 14:16:27.688376+00:00,Default resource profile 1_2
994,Sequence A,2023-11-03 08:57:28.487760+00:00,2023-11-04 14:09:47.266391+00:00,2023-11-04 14:23:43.748300+00:00,Default resource profile 1_0
995,Sequence A,2023-11-03 08:58:20.746175+00:00,2023-11-04 14:14:51.371389+00:00,2023-11-04 14:26:31.149353+00:00,Default resource profile 1_1
996,Sequence A,2023-11-03 08:59:42.512399+00:00,2023-11-04 14:15:16.830840+00:00,2023-11-04 14:26:31.350594+00:00,Default resource profile 1_3
997,Sequence A,2023-11-03 09:00:38.465815+00:00,2023-11-04 14:16:27.688376+00:00,2023-11-04 14:23:23.498445+00:00,Default resource profile 1_2
998,Sequence A,2023-11-03 09:01:36.633479+00:00,2023-11-04 14:21:51.840401+00:00,2023-11-04 14:32:40.004309+00:00,Default resource profile 1_4
350,Sequence B,2023-11-03 08:27:21.704064+00:00,2023-11-04 14:23:23.498445+00:00,2023-11-04 14:27:51.250945+00:00,Default resource profile 1_2
352,Sequence B,2023-11-03 08:31:43.730567+00:00,2023-11-04 14:27:51.250945+00:00,2023-11-04 14:32:20.949082+00:00,Default resource profile 1_2
353,Sequence B,2023-11-03 08:33:15.956874+00:00,2023-11-04 14:32:20.949082+00:00,2023-11-04 14:37:01.821764+00:00,Default resource profile 1_2
354,Sequence B,2023-11-03 08:36:43.966853+00:00,2023-11-04 14:37:01.821764+00:00,2023-11-04 14:42:22.071555+00:00,Default resource profile 1_2
351,Sequence B,2023-11-03 08:39:18.769288+00:00,2023-11-04 14:42:22.071555+00:00,2023-11-04 14:46:30.459822+00:00,Default resource profile 1_2
356,Sequence B,2023-11-03 08:44:10.719720+00:00,2023-11-04 14:46:30.459822+00:00,2023-11-04 14:50:53.275488+00:00,Default resource profile 1_2
358,Sequence B,2023-11-03 08:45:38.568651+00:00,2023-11-04 14:50:53.275488+00:00,2023-11-04 14:56:36.297344+00:00,Default resource profile 1_2
355,Sequence B,2023-11-03 08:47:41.762564+00:00,2023-11-04 14:56:36.297344+00:00,2023-11-04 15:02:07.962579+00:00,Default resource profile 1_2
357,Sequence B,2023-11-03 08:56:11.035301+00:00,2023-11-04 15:02:07.962579+00:00,2023-11-04 15:06:43.820625+00:00,Default resource profile 1_2
359,Sequence B,2023-11-03 09:02:09.940037+00:00,2023-11-04 15:06:43.820625+00:00,2023-11-04 15:11:43.822268+00:00,Default resource profile 1_2
999,Sequence A,2023-11-03 09:02:33.117394+00:00,2023-11-04 14:23:43.748300+00:00,2023-11-04 14:32:29.982145+00:00,Default resource profile 1_0
121,Sequence C,2023-11-03 09:20:02.857046+00:00,2023-11-04 14:26:31.149353+00:00,2023-11-04 14:45:27.976050+00:00,Default resource profile 1_1
362,Sequence B,2023-11-03 08:55:19.967280+00:00,2023-11-04 14:26:31.350594+00:00,2023-11-04 14:31:51.958673+00:00,Default resource profile 1_3
361,Sequence B,2023-11-03 08:57:56.860801+00:00,2023-11-04 14:31:51.958673+00:00,2023-11-04 14:37:24.705181+00:00,Default resource profile 1_3
363,Sequence B,2023-11-03 08:59:53.569117+00:00,2023-11-04 14:37:24.705181+00:00,2023-11-04 14:42:44.869847+00:00,Default resource profile 1_3
360,Sequence B,2023-11-03 09:06:45.967237+00:00,2023-11-04 14:42:44.869847+00:00,2023-11-04 14:47:51.843987+00:00,Default resource profile 1_3
365,Sequence B,2023-11-03 09:08:25.753464+00:00,2023-11-04 14:47:51.843987+00:00,2023-11-04 14:53:20.500713+00:00,Default resource profile 1_3
367,Sequence B,2023-11-03 09:11:09.918143+00:00,2023-11-04 14:53:20.500713+00:00,2023-11-04 14:58:30.768874+00:00,Default resource profile 1_3
364,Sequence B,2023-11-03 09:12:13.367369+00:00,2023-11-04 14:58:30.768874+00:00,2023-11-04 15:04:35.247639+00:00,Default resource profile 1_3
366,Sequence B,2023-11-03 09:13:29.372618+00:00,2023-11-04 15:04:35.247639+00:00,2023-11-04 15:09:45.458428+00:00,Default resource profile 1_3
368,Sequence B,2023-11-03 09:13:29.780991+00:00,2023-11-04 15:09:45.458428+00:00,2023-11-04 15:14:43.270483+00:00,Default resource profile 1_3
369,Sequence B,2023-11-03 09:20:29.650321+00:00,2023-11-04 15:14:43.270483+00:00,2023-11-04 15:20:06.539002+00:00,Default resource profile 1_3
120,Sequence C,2023-11-03 09:24:51.919201+00:00,2023-11-04 14:32:29.982145+00:00,2023-11-04 15:13:40.310707+00:00,Default resource profile 1_0
125,Sequence C,2023-11-03 09:30:19.180602+00:00,2023-11-04 14:32:40.004309+00:00,2023-11-04 14:46:29.128620+00:00,Default resource profile 1_4
122,Sequence C,2023-11-03 09:34:55.774578+00:00,2023-11-04 14:45:27.976050+00:00,2023-11-04 14:50:41.727749+00:00,Default resource profile 1_1
124,Sequence C,2023-11-03 09:39:29.216789+00:00,2023-11-04 14:46:29.128620+00:00,2023-11-04 14:51:33.750450+00:00,Default resource profile 1_4
123,Sequence C,2023-11-03 09:44:15.105544+00:00,2023-11-04 14:50:41.727749+00:00,2023-11-04 15:11:37.103788+00:00,Default resource profile 1_1
126,Sequence C,2023-11-03 09:48:07.745314+00:00,2023-11-04 14:51:33.750450+00:00,2023-11-04 14:58:58.966263+00:00,Default resource profile 1_4
370,Sequence B,2023-11-03 09:20:16.327261+00:00,2023-11-04 14:58:58.966263+00:00,2023-11-04 15:04:13.749519+00:00,Default resource profile 1_4
372,Sequence B,2023-11-03 09:22:39.990309+00:00,2023-11-04 15:04:13.749519+00:00,2023-11-04 15:10:02.639966+00:00,Default resource profile 1_4
371,Sequence B,2023-11-03 09:22:40.726003+00:00,2023-11-04 15:10:02.639966+00:00,2023-11-04 15:15:13.073837+00:00,Default resource profile 1_4
376,Sequence B,2023-11-03 09:31:56.521010+00:00,2023-11-04 15:15:13.073837+00:00,2023-11-04 15:20:09.644864+00:00,Default resource profile 1_4
374,Sequence B,2023-11-03 09:33:46.738096+00:00,2023-11-04 15:20:09.644864+00:00,2023-11-04 15:24:27.372171+00:00,Default resource profile 1_4
373,Sequence B,2023-11-03 09:34:17.731917+00:00,2023-11-04 15:24:27.372171+00:00,2023-11-04 15:29:00.620964+00:00,Default resource profile 1_4
375,Sequence B,2023-11-03 09:38:17.083321+00:00,2023-11-04 15:29:00.620964+00:00,2023-11-04 15:33:05.819977+00:00,Default resource profile 1_4
377,Sequence B,2023-11-03 09:40:04.878246+00:00,2023-11-04 15:33:05.819977+00:00,2023-11-04 15:38:30.263825+00:00,Default resource profile 1_4
378,Sequence B,2023-11-03 09:43:15.356542+00:00,2023-11-04 15:38:30.263825+00:00,2023-11-04 15:44:04.832710+00:00,Default resource profile 1_4
379,Sequence B,2023-11-03 09:48:46.552088+00:00,2023-11-04 15:44:04.832710+00:00,2023-11-04 15:49:31.046779+00:00,Default resource profile 1_4
128,Sequence C,2023-11-03 09:52:25.926170+00:00,2023-11-04 15:11:37.103788+00:00,2023-11-04 15:25:35.744155+00:00,Default resource profile 1_1
127,Sequence C,2023-11-03 09:57:30.457916+00:00,2023-11-04 15:11:43.822268+00:00,2023-11-04 15:15:26.920693+00:00,Default resource profile 1_2
129,Sequence C,2023-11-03 10:02:28.237437+00:00,2023-11-04 15:13:40.310707+00:00,2023-11-04 15:32:48.175046+00:00,Default resource profile 1_0
380,Sequence B,2023-11-03 09:47:51.730333+00:00,2023-11-04 15:15:26.920693+00:00,2023-11-04 15:20:00.040204+00:00,Default resource profile 1_2
383,Sequence B,2023-11-03 09:48:27.678657+00:00,2023-11-04 15:20:00.040204+00:00,2023-11-04 15:25:36.043217+00:00,Default resource profile 1_2
381,Sequence B,2023-11-03 09:52:50.188192+00:00,2023-11-04 15:25:36.043217+00:00,2023-11-04 15:30:17.877172+00:00,Default resource profile 1_2
384,Sequence B,2023-11-03 09:55:40.754027+00:00,2023-11-04 15:30:17.877172+00:00,2023-11-04 15:34:45.289759+00:00,Default resource profile 1_2
382,Sequence B,2023-11-03 09:57:20.144267+00:00,2023-11-04 15:34:45.289759+00:00,2023-11-04 15:41:10.819751+00:00,Default resource profile 1_2
385,Sequence B,2023-11-03 10:00:53.527107+00:00,2023-11-04 15:41:10.819751+00:00,2023-11-04 15:45:42.463488+00:00,Default resource profile 1_2
386,Sequence B,2023-11-03 10:02:58.701976+00:00,2023-11-04 15:45:42.463488+00:00,2023-11-04 15:51:02.187466+00:00,Default resource profile 1_2
387,Sequence B,2023-11-03 10:05:25.616897+00:00,2023-11-04 15:51:02.187466+00:00,2023-11-04 15:55:12.034087+00:00,Default resource profile 1_2
388,Sequence B,2023-11-03 10:09:39.237240+00:00,2023-11-04 15:55:12.034087+00:00,2023-11-04 16:00:23.859676+00:00,Default resource profile 1_2
389,Sequence B,2023-11-03 10:15:59.772754+00:00,2023-11-04 16:00:23.859676+00:00,2023-11-04 16:05:52.143268+00:00,Default resource profile 1_2
130,Sequence C,2023-11-03 10:30:36.442059+00:00,2023-11-04 15:20:06.539002+00:00,2023-11-04 15:25:06.093458+00:00,Default resource profile 1_3
390,Sequence B,2023-11-03 10:13:43.465197+00:00,2023-11-04 15:25:06.093458+00:00,2023-11-04 15:30:01.095652+00:00,Default resource profile 1_3
395,Sequence B,2023-11-03 10:19:12.383084+00:00,2023-11-04 15:30:01.095652+00:00,2023-11-04 15:35:18.678111+00:00,Default resource profile 1_3
392,Sequence B,2023-11-03 10:19:40.917490+00:00,2023-11-04 15:35:18.678111+00:00,2023-11-04 15:40:33.204390+00:00,Default resource profile 1_3
396,Sequence B,2023-11-03 10:23:44.706969+00:00,2023-11-04 15:40:33.204390+00:00,2023-11-04 15:45:28.337434+00:00,Default resource profile 1_3
393,Sequence B,2023-11-03 10:25:07.523594+00:00,2023-11-04 15:45:28.337434+00:00,2023-11-04 15:50:39.177064+00:00,Default resource profile 1_3
398,Sequence B,2023-11-03 10:26:07.215545+00:00,2023-11-04 15:50:39.177064+00:00,2023-11-04 15:56:15.975121+00:00,Default resource profile 1_3
397,Sequence B,2023-11-03 10:29:39.322432+00:00,2023-11-04 15:56:15.975121+00:00,2023-11-04 16:01:04.552681+00:00,Default resource profile 1_3
391,Sequence B,2023-11-03 10:31:10.447127+00:00,2023-11-04 16:01:04.552681+00:00,2023-11-04 16:06:11.234537+00:00,Default resource profile 1_3
394,Sequence B,2023-11-03 10:35:36.972295+00:00,2023-11-04 16:06:11.234537+00:00,2023-11-04 16:10:56.248698+00:00,Default resource profile 1_3
399,Sequence B,2023-11-03 10:35:45.593551+00:00,2023-11-04 16:10:56.248698+00:00,2023-11-04 16:16:31.583519+00:00,Default resource profile 1_3
131,Sequence C,2023-11-03 10:36:56.447055+00:00,2023-11-04 15:25:35.744155+00:00,2023-11-04 15:27:46.831268+00:00,Default resource profile 1_1
132,Sequence C,2023-11-03 10:41:36.451066+00:00,2023-11-04 15:27:46.831268+00:00,2023-11-04 15:39:46.095150+00:00,Default resource profile 1_1
133,Sequence C,2023-11-03 10:46:36.464973+00:00,2023-11-04 15:32:48.175046+00:00,2023-11-04 15:59:14.931013+00:00,Default resource profile 1_0
136,Sequence C,2023-11-03 10:51:38.354811+00:00,2023-11-04 15:39:46.095150+00:00,2023-11-04 15:47:57.901600+00:00,Default resource profile 1_1
135,Sequence C,2023-11-03 10:57:03.131480+00:00,2023-11-04 15:47:57.901600+00:00,2023-11-04 15:55:47.377898+00:00,Default resource profile 1_1
134,Sequence C,2023-11-03 11:02:59.711724+00:00,2023-11-04 15:49:31.046779+00:00,2023-11-04 15:59:36.750966+00:00,Default resource profile 1_4
400,Sequence B,2023-11-03 10:40:10.056734+00:00,2023-11-04 15:55:47.377898+00:00,2023-11-04 16:01:03.570264+00:00,Default resource profile 1_1
403,Sequence B,2023-11-03 10:42:11.574882+00:00,2023-11-04 16:01:03.570264+00:00,2023-11-04 16:06:19.213782+00:00,Default resource profile 1_1
401,Sequence B,2023-11-03 10:47:48.426545+00:00,2023-11-04 16:06:19.213782+00:00,2023-11-04 16:11:33.264427+00:00,Default resource profile 1_1
402,Sequence B,2023-11-03 10:48:39.088567+00:00,2023-11-04 16:11:33.264427+00:00,2023-11-04 16:16:34.667172+00:00,Default resource profile 1_1
406,Sequence B,2023-11-03 10:51:46.783801+00:00,2023-11-04 16:16:34.667172+00:00,2023-11-04 16:21:45.402528+00:00,Default resource profile 1_1
404,Sequence B,2023-11-03 10:52:51.593300+00:00,2023-11-04 16:21:45.402528+00:00,2023-11-04 16:27:06.972797+00:00,Default resource profile 1_1
405,Sequence B,2023-11-03 10:55:41.828327+00:00,2023-11-04 16:27:06.972797+00:00,2023-11-04 16:32:30.391302+00:00,Default resource profile 1_1
408,Sequence B,2023-11-03 10:56:28.219558+00:00,2023-11-04 16:32:30.391302+00:00,2023-11-04 16:37:01.454444+00:00,Default resource profile 1_1
407,Sequence B,2023-11-03 11:00:44.460330+00:00,2023-11-04 16:37:01.454444+00:00,2023-11-04 16:41:58.908700+00:00,Default resource profile 1_1
409,Sequence B,2023-11-03 11:04:52.287130+00:00,2023-11-04 16:41:58.908700+00:00,2023-11-04 16:46:50.260279+00:00,Default resource profile 1_1
138,Sequence C,2023-11-03 11:08:04.297478+00:00,2023-11-04 15:59:14.931013+00:00,2023-11-04 16:07:13.212025+00:00,Default resource profile 1_0
137,Sequence C,2023-11-03 11:13:27.965573+00:00,2023-11-04 15:59:36.750966+00:00,2023-11-04 16:06:36.777351+00:00,Default resource profile 1_4
139,Sequence C,2023-11-03 11:18:51.752591+00:00,2023-11-04 16:05:52.143268+00:00,2023-11-04 16:10:17.952695+00:00,Default resource profile 1_2
410,Sequence B,2023-11-03 11:13:57.960130+00:00,2023-11-04 16:06:36.777351+00:00,2023-11-04 16:11:42.017521+00:00,Default resource profile 1_4
412,Sequence B,2023-11-03 11:18:11.550387+00:00,2023-11-04 16:11:42.017521+00:00,2023-11-04 16:16:49.791955+00:00,Default resource profile 1_4
411,Sequence B,2023-11-03 11:18:43.471640+00:00,2023-11-04 16:16:49.791955+00:00,2023-11-04 16:22:21.186285+00:00,Default resource profile 1_4
413,Sequence B,2023-11-03 11:19:06.928448+00:00,2023-11-04 16:22:21.186285+00:00,2023-11-04 16:26:51.701607+00:00,Default resource profile 1_4
415,Sequence B,2023-11-03 11:28:37.384468+00:00,2023-11-04 16:26:51.701607+00:00,2023-11-04 16:32:02.810381+00:00,Default resource profile 1_4
416,Sequence B,2023-11-03 11:30:14.428956+00:00,2023-11-04 16:32:02.810381+00:00,2023-11-04 16:37:17.115652+00:00,Default resource profile 1_4
417,Sequence B,2023-11-03 11:30:38.912972+00:00,2023-11-04 16:37:17.115652+00:00,2023-11-04 16:42:55.211396+00:00,Default resource profile 1_4
414,Sequence B,2023-11-03 11:32:32.202104+00:00,2023-11-04 16:42:55.211396+00:00,2023-11-04 16:47:35.850084+00:00,Default resource profile 1_4
418,Sequence B,2023-11-03 11:38:40.963446+00:00,2023-11-04 16:47:35.850084+00:00,2023-11-04 16:52:12.787800+00:00,Default resource profile 1_4
419,Sequence B,2023-11-03 11:51:02.762901+00:00,2023-11-04 16:52:12.787800+00:00,2023-11-04 16:56:40.268901+00:00,Default resource profile 1_4
422,Sequence B,2023-11-03 11:38:47.863915+00:00,2023-11-04 16:07:13.212025+00:00,2023-11-04 16:12:06.426923+00:00,Default resource profile 1_0
424,Sequence B,2023-11-03 11:42:20.666280+00:00,2023-11-04 16:12:06.426923+00:00,2023-11-04 16:17:12.554057+00:00,Default resource profile 1_0
421,Sequence B,2023-11-03 11:50:27.416816+00:00,2023-11-04 16:17:12.554057+00:00,2023-11-04 16:23:07.175059+00:00,Default resource profile 1_0
420,Sequence B,2023-11-03 11:52:18.571846+00:00,2023-11-04 16:23:07.175059+00:00,2023-11-04 16:28:31.525123+00:00,Default resource profile 1_0
423,Sequence B,2023-11-03 11:55:03.319019+00:00,2023-11-04 16:28:31.525123+00:00,2023-11-04 16:33:41.224752+00:00,Default resource profile 1_0
425,Sequence B,2023-11-03 11:56:03.823367+00:00,2023-11-04 16:33:41.224752+00:00,2023-11-04 16:38:46.228844+00:00,Default resource profile 1_0
426,Sequence B,2023-11-03 11:56:39.810168+00:00,2023-11-04 16:38:46.228844+00:00,2023-11-04 16:43:24.373522+00:00,Default resource profile 1_0
427,Sequence B,2023-11-03 11:57:28.697639+00:00,2023-11-04 16:43:24.373522+00:00,2023-11-04 16:47:49.745854+00:00,Default resource profile 1_0
429,Sequence B,2023-11-03 11:59:14.469216+00:00,2023-11-04 16:47:49.745854+00:00,2023-11-04 16:52:19.716600+00:00,Default resource profile 1_0
428,Sequence B,2023-11-03 12:04:08.247282+00:00,2023-11-04 16:52:19.716600+00:00,2023-11-04 16:56:50.777039+00:00,Default resource profile 1_0
140,Sequence C,2023-11-03 12:05:26.842519+00:00,2023-11-04 16:10:17.952695+00:00,2023-11-04 16:16:01.995685+00:00,Default resource profile 1_2
143,Sequence C,2023-11-03 12:11:24.942187+00:00,2023-11-04 16:16:01.995685+00:00,2023-11-04 16:26:53.930504+00:00,Default resource profile 1_2
141,Sequence C,2023-11-03 12:15:50.225388+00:00,2023-11-04 16:16:31.583519+00:00,2023-11-04 16:29:53.448050+00:00,Default resource profile 1_3
142,Sequence C,2023-11-03 12:20:22.451628+00:00,2023-11-04 16:26:53.930504+00:00,2023-11-04 16:36:34.688633+00:00,Default resource profile 1_2
144,Sequence C,2023-11-03 12:25:46.526269+00:00,2023-11-04 16:29:53.448050+00:00,2023-11-04 16:50:25.911515+00:00,Default resource profile 1_3
145,Sequence C,2023-11-03 12:30:15.769136+00:00,2023-11-04 16:36:34.688633+00:00,2023-11-04 16:44:54.058844+00:00,Default resource profile 1_2
430,Sequence B,2023-11-03 11:59:01.714781+00:00,2023-11-04 16:44:54.058844+00:00,2023-11-04 16:49:40.893344+00:00,Default resource profile 1_2
433,Sequence B,2023-11-03 12:08:18.038425+00:00,2023-11-04 16:49:40.893344+00:00,2023-11-04 16:54:29.755911+00:00,Default resource profile 1_2
434,Sequence B,2023-11-03 12:10:37.843659+00:00,2023-11-04 16:54:29.755911+00:00,2023-11-04 17:00:20.034889+00:00,Default resource profile 1_2
431,Sequence B,2023-11-03 12:10:46.961967+00:00,2023-11-04 17:00:20.034889+00:00,2023-11-04 17:05:34.046591+00:00,Default resource profile 1_2
432,Sequence B,2023-11-03 12:12:00.245407+00:00,2023-11-04 17:05:34.046591+00:00,2023-11-04 17:10:50.227059+00:00,Default resource profile 1_2
437,Sequence B,2023-11-03 12:19:32.462661+00:00,2023-11-04 17:10:50.227059+00:00,2023-11-04 17:15:51.868814+00:00,Default resource profile 1_2
438,Sequence B,2023-11-03 12:22:29.242481+00:00,2023-11-04 17:15:51.868814+00:00,2023-11-04 17:20:50.632051+00:00,Default resource profile 1_2
435,Sequence B,2023-11-03 12:27:32.263686+00:00,2023-11-04 17:20:50.632051+00:00,2023-11-04 17:26:15.362882+00:00,Default resource profile 1_2
436,Sequence B,2023-11-03 12:31:23.088512+00:00,2023-11-04 17:26:15.362882+00:00,2023-11-04 17:31:42.452953+00:00,Default resource profile 1_2
439,Sequence B,2023-11-03 12:34:02.840773+00:00,2023-11-04 17:31:42.452953+00:00,2023-11-04 17:36:30.112508+00:00,Default resource profile 1_2
146,Sequence C,2023-11-03 12:35:04.067113+00:00,2023-11-04 16:46:50.260279+00:00,2023-11-04 16:54:28.292347+00:00,Default resource profile 1_1
147,Sequence C,2023-11-03 12:40:55.739376+00:00,2023-11-04 16:50:25.911515+00:00,2023-11-04 16:55:03.826827+00:00,Default resource profile 1_3
148,Sequence C,2023-11-03 12:46:09.037867+00:00,2023-11-04 16:54:28.292347+00:00,2023-11-04 17:05:58.634149+00:00,Default resource profile 1_1
149,Sequence C,2023-11-03 12:51:17.389432+00:00,2023-11-04 16:55:03.826827+00:00,2023-11-04 16:56:32.121581+00:00,Default resource profile 1_3
440,Sequence B,2023-11-03 12:36:07.336158+00:00,2023-11-04 16:56:32.121581+00:00,2023-11-04 17:02:03.230536+00:00,Default resource profile 1_3
441,Sequence B,2023-11-03 12:42:21.400265+00:00,2023-11-04 17:02:03.230536+00:00,2023-11-04 17:07:13.753436+00:00,Default resource profile 1_3
444,Sequence B,2023-11-03 12:49:50.593411+00:00,2023-11-04 17:07:13.753436+00:00,2023-11-04 17:12:04.400568+00:00,Default resource profile 1_3
443,Sequence B,2023-11-03 12:50:40.339912+00:00,2023-11-04 17:12:04.400568+00:00,2023-11-04 17:17:40.420269+00:00,Default resource profile 1_3
446,Sequence B,2023-11-03 12:50:47.378994+00:00,2023-11-04 17:17:40.420269+00:00,2023-11-04 17:22:01.413729+00:00,Default resource profile 1_3
442,Sequence B,2023-11-03 12:55:35.829858+00:00,2023-11-04 17:22:01.413729+00:00,2023-11-04 17:27:09.796002+00:00,Default resource profile 1_3
445,Sequence B,2023-11-03 13:00:00.610186+00:00,2023-11-04 17:27:09.796002+00:00,2023-11-04 17:31:56.828460+00:00,Default resource profile 1_3
447,Sequence B,2023-11-03 13:05:28.536593+00:00,2023-11-04 17:31:56.828460+00:00,2023-11-04 17:37:15.284400+00:00,Default resource profile 1_3
448,Sequence B,2023-11-03 13:05:37.639410+00:00,2023-11-04 17:37:15.284400+00:00,2023-11-04 17:42:08.348153+00:00,Default resource profile 1_3
449,Sequence B,2023-11-03 13:11:45.488069+00:00,2023-11-04 17:42:08.348153+00:00,2023-11-04 17:46:58.350973+00:00,Default resource profile 1_3
151,Sequence C,2023-11-03 13:30:19.706807+00:00,2023-11-04 16:56:40.268901+00:00,2023-11-04 17:02:32.073276+00:00,Default resource profile 1_4
150,Sequence C,2023-11-03 13:35:12.750036+00:00,2023-11-04 16:56:50.777039+00:00,2023-11-04 17:27:19.349957+00:00,Default resource profile 1_0
450,Sequence B,2023-11-03 13:07:32.612269+00:00,2023-11-04 17:02:32.073276+00:00,2023-11-04 17:07:50.686941+00:00,Default resource profile 1_4
451,Sequence B,2023-11-03 13:12:14.691763+00:00,2023-11-04 17:07:50.686941+00:00,2023-11-04 17:13:48.224534+00:00,Default resource profile 1_4
452,Sequence B,2023-11-03 13:12:31.080019+00:00,2023-11-04 17:13:48.224534+00:00,2023-11-04 17:19:07.449349+00:00,Default resource profile 1_4
453,Sequence B,2023-11-03 13:17:59.126729+00:00,2023-11-04 17:19:07.449349+00:00,2023-11-04 17:24:19.028017+00:00,Default resource profile 1_4
456,Sequence B,2023-11-03 13:25:27.844485+00:00,2023-11-04 17:24:19.028017+00:00,2023-11-04 17:29:00.374653+00:00,Default resource profile 1_4
454,Sequence B,2023-11-03 13:25:33.272274+00:00,2023-11-04 17:29:00.374653+00:00,2023-11-04 17:34:25.207122+00:00,Default resource profile 1_4
455,Sequence B,2023-11-03 13:26:57.207999+00:00,2023-11-04 17:34:25.207122+00:00,2023-11-04 17:39:35.288850+00:00,Default resource profile 1_4
457,Sequence B,2023-11-03 13:27:20.887633+00:00,2023-11-04 17:39:35.288850+00:00,2023-11-04 17:44:36.270103+00:00,Default resource profile 1_4
458,Sequence B,2023-11-03 13:31:01.408753+00:00,2023-11-04 17:44:36.270103+00:00,2023-11-04 17:49:14.383812+00:00,Default resource profile 1_4
459,Sequence B,2023-11-03 13:40:18.342750+00:00,2023-11-04 17:49:14.383812+00:00,2023-11-04 17:53:27.651253+00:00,Default resource profile 1_4
